Sales_id,order_id,Product_id,Quantity,Amount
147,147,147,407,51025
148,148,148,302,42986
149,149,149,556,54004
150,150,150,551,20303
151,151,151,133,27052
152,152,152,117,51735
153,153,153,313,15148
154,154,154,360,51546
155,155,155,486,41381
156,156,156,280,40459
157,157,157,457,14788
158,158,158,446,55547
159,159,159,250,31364
160,160,160,387,18458
161,161,161,386,25220
162,162,162,244,11469
163,163,163,333,30195
164,164,164,242,31035
165,165,165,233,21259
166,166,166,203,30714
167,167,167,342,54556
168,168,168,537,40567
169,169,169,508,30879
170,170,170,442,47082
171,171,171,234,47732
172,172,172,487,42587
173,173,173,507,54171
174,174,174,261,22230
175,175,175,224,18896
176,176,176,256,33779
177,177,177,138,47242
178,178,178,298,27306
179,179,179,187,20088
180,180,180,594,48350
181,181,181,410,39124
182,182,182,313,34343
183,183,183,395,29791
184,184,184,484,19620
185,185,185,227,18696
186,186,186,593,14330
187,187,187,293,28537
188,188,188,472,53140
189,189,189,419,32857
190,190,190,182,17865
191,191,191,143,18395
192,192,192,401,12924
193,193,193,271,41480
194,194,194,279,21729
195,195,195,387,16321
196,196,196,237,36667
197,197,197,183,32819
198,198,198,277,41387
199,199,199,445,18969
200,200,200,474,16052
201,201,201,300,51541
202,202,202,300,38989
203,203,203,574,36906
204,204,204,547,49164
205,205,205,371,13263
206,206,206,272,12071
207,207,207,148,33507
208,208,208,512,14840
209,209,209,296,16956
210,210,210,174,51648
211,211,211,148,10391
212,212,212,410,48555
213,213,213,398,17821
214,214,214,259,27311
215,215,215,414,36147
216,216,216,544,23662
217,217,217,243,41860
218,218,218,255,26279
219,219,219,560,54848
220,220,220,187,12955
221,221,221,119,53923
222,222,222,504,24002
223,223,223,154,44034
224,224,224,365,55434
225,225,225,472,52907
226,226,226,289,33407
227,227,227,206,43484
228,228,228,180,36719
229,229,229,281,55772
230,230,230,478,17920
231,231,231,233,11006
232,232,232,198,44635
233,233,233,346,17988
234,234,234,567,30024
235,235,235,253,41481
236,236,236,358,13960
237,237,237,548,39513
238,238,238,518,33839
239,239,239,232,46683
240,240,240,141,14008
241,241,241,496,40456
242,242,242,561,40863
243,243,243,452,37026
244,244,244,554,49277
245,245,245,290,20160
246,246,246,342,12589
247,247,247,371,10882
248,248,248,372,45043
249,249,249,240,27469
250,250,250,307,42268
251,251,251,400,33476
252,252,252,441,28305
253,253,253,523,22832
254,254,254,295,13968
255,255,255,544,15405
256,256,256,552,25924
257,257,257,275,50742
258,258,258,363,30781
259,259,259,494,53031
260,260,260,167,50114
261,261,261,570,12835
262,262,262,544,54431
263,263,263,180,31962
264,264,264,581,42842
265,265,265,259,33693
266,266,266,355,25258
267,267,267,464,11700
268,268,268,180,36184
269,269,269,353,31228
270,270,270,460,45522
271,271,271,532,33350
272,272,272,519,15793
273,273,273,597,21641
274,274,274,233,32906
275,275,275,509,53051
276,276,276,245,21206
277,277,277,438,35634
278,278,278,141,34581
279,279,279,125,22350
280,280,280,565,17191
281,281,281,371,14869
282,282,282,210,42326
283,283,283,413,42740
284,284,284,184,15780
285,285,285,445,40032
286,286,286,579,44220
287,287,287,106,20476
288,288,288,157,55194
289,289,289,398,27414
290,290,290,588,22051
291,291,291,179,17387
292,292,292,310,37790
293,293,293,164,37365
294,294,294,433,46638
295,295,295,384,33028
296,296,296,571,24798
297,297,297,452,44993
298,298,298,246,31877
299,299,299,191,18958
300,300,300,175,36187
301,301,301,258,30511
302,302,302,269,18359
303,303,303,352,37062
304,304,304,338,11519
305,305,305,342,55619
306,306,306,368,34964
307,307,307,160,12183
308,308,308,130,22134
309,309,309,390,48412
310,310,310,135,27092
311,311,311,217,10296
312,312,312,230,54383
313,313,313,119,30465
314,314,314,233,32468
315,315,315,500,50923
316,316,316,499,19869
317,317,317,122,35206
318,318,318,128,12807
319,319,319,403,14791
320,320,320,339,34431
321,321,321,586,38309
322,322,322,408,32117
323,323,323,281,21372
324,324,324,167,31923
325,325,325,496,17835
326,326,326,253,35700
327,327,327,123,21917
328,328,328,472,15353
329,329,329,226,20947
330,330,330,159,10930
331,331,331,421,51056
332,332,332,225,41548
333,333,333,121,42390
334,334,334,339,43475
335,335,335,280,40872
336,336,336,104,36469
337,337,337,461,31235
338,338,338,376,31464
339,339,339,562,34429
340,340,340,164,17662
341,341,341,136,16555
342,342,342,551,53580
343,343,343,171,40600
344,344,344,254,50829
345,345,345,350,21556
346,346,346,490,51695
347,347,347,379,46382
348,348,348,162,15331
349,349,349,443,28376
350,350,350,398,43533
351,351,351,474,12621
352,352,352,100,15350
353,353,353,333,26539
354,354,354,397,55042
355,355,355,243,25651
356,356,356,142,21114
357,357,357,129,48537
358,358,358,330,40016
359,359,359,199,33392
360,360,360,498,11107
361,361,361,198,42925
362,362,362,120,47217
363,363,363,177,20453
364,364,364,351,10659
365,365,365,405,22977
366,366,366,208,13493
367,367,367,544,39058
368,368,368,531,10725
369,369,369,329,25800
370,370,370,106,15997
371,371,371,231,48924
372,372,372,198,44591
373,373,373,515,23229
374,374,374,501,45644
375,375,375,189,32763
376,376,376,381,25396
377,377,377,162,47666
378,378,378,341,38132
379,379,379,437,51788
380,380,380,557,21658
381,381,381,388,33354
382,382,382,466,36754
383,383,383,109,45019
384,384,384,313,33562
385,385,385,519,32765
386,386,386,562,10116
387,387,387,218,45177
388,388,388,334,36261
389,389,389,168,49166
390,390,390,442,12862
391,391,391,156,14955
392,392,392,460,51380
393,393,393,379,42643
394,394,394,207,39142
395,395,395,505,14132
396,396,396,413,38033
397,397,397,355,17182
398,398,398,425,50252
399,399,399,116,30375
400,400,400,589,32128
401,401,401,555,20299
402,402,402,586,33808
403,403,403,235,46020
404,404,404,443,55399
405,405,405,463,25627
406,406,406,108,47979
407,407,407,140,35640
408,408,408,380,36478
409,409,409,291,54445
410,410,410,532,19353
411,411,411,100,23132
412,412,412,208,30698
413,413,413,136,30675
414,414,414,490,18845
415,415,415,576,46569
416,416,416,316,28483
417,417,417,468,32514
418,418,418,367,10623
419,419,419,246,33505
420,420,420,591,39680
421,421,421,184,26234
422,422,422,200,31431
423,423,423,186,43218
424,424,424,241,35681
425,425,425,342,39339
426,426,426,293,23220
427,427,427,366,17825
428,428,428,461,27177
429,429,429,477,47608
430,430,430,436,19070
431,431,431,122,49273
432,432,432,100,18888
433,433,433,271,12809
434,434,434,403,15112
435,435,435,327,17073
436,436,436,224,30845
437,437,437,118,15498
438,438,438,558,33798
439,439,439,428,54403
440,440,440,545,38961
441,441,441,218,33689
442,442,442,125,45665
443,443,443,541,50857
444,444,444,235,47162
445,445,445,179,37843
446,446,446,343,40308
447,447,447,108,17039
448,448,448,226,37003
449,449,449,114,33550
450,450,450,242,14766
451,451,451,279,45180
452,452,452,113,34225
453,453,453,581,11821
454,454,454,133,53959
455,455,455,557,14010
456,456,456,427,52751
457,457,457,237,25950
458,458,458,233,35043
459,459,459,297,36811
460,460,460,263,20353
461,461,461,391,16381
462,462,462,288,14433
463,463,463,421,32550
464,464,464,595,40465
465,465,465,183,52921
466,466,466,401,36857
467,467,467,410,41068
468,468,468,186,38816
469,469,469,392,12796
470,470,470,557,18782
471,471,471,479,55802
472,472,472,437,43658
473,473,473,364,32285
474,474,474,255,35622
475,475,475,511,38674
476,476,476,591,16930
477,477,477,388,16360
478,478,478,270,29777
479,479,479,144,16451
480,480,480,352,21336
481,481,481,105,46873
482,482,482,272,30535
483,483,483,463,25344
484,484,484,371,27526
485,485,485,554,48899
486,486,486,201,13447
487,487,487,466,24000
488,488,488,404,18577
489,489,489,598,15714
490,490,490,415,37813
491,491,491,254,43568
492,492,492,454,34066
493,493,493,475,12017
494,494,494,539,21245
495,495,495,290,13159
496,496,496,344,42476
497,497,497,165,31552
498,498,498,466,13339
499,499,499,382,11762
500,500,500,390,42596
501,501,501,325,22636
502,502,502,278,20730
503,503,503,368,53801
504,504,504,452,14131
505,505,505,193,53290
506,506,506,163,17046
507,507,507,426,17222
508,508,508,299,23385
509,509,509,200,24845
510,510,510,126,25948
511,511,511,210,42912
512,512,512,120,45941
513,513,513,439,22558
514,514,514,191,34702
515,515,515,537,45142
516,516,516,583,18248
517,517,517,166,49755
518,518,518,576,54147
519,519,519,475,13335
520,520,520,162,45647
521,521,521,381,52858
522,522,522,474,17915
523,523,523,548,37151
524,524,524,101,54627
525,525,525,253,39094
526,526,526,476,13622
527,527,527,142,29395
528,528,528,154,50097
529,529,529,296,54755
530,530,530,411,55804
531,531,531,108,53504
532,532,532,478,23217
533,533,533,591,51684
534,534,534,462,22538
535,535,535,249,49139
536,536,536,383,30895
537,537,537,591,11123
538,538,538,455,22855
539,539,539,287,25648
540,540,540,273,40803
541,541,541,274,17504
542,542,542,415,33904
543,543,543,132,31473
544,544,544,231,17848
545,545,545,182,47475
546,546,546,506,48038
547,547,547,465,17718
548,548,548,119,14133
549,549,549,334,27260
550,550,550,198,24888
551,551,551,425,47983
552,552,552,252,20633
553,553,553,590,20332
554,554,554,511,25704
555,555,555,187,50253
556,556,556,336,48707
557,557,557,488,29164
558,558,558,347,13886
559,559,559,248,38043
560,560,560,530,12857
561,561,561,250,47171
562,562,562,256,25437
563,563,563,219,51705
564,564,564,488,26901
565,565,565,254,18617
566,566,566,535,36538
567,567,567,439,34132
568,568,568,372,36826
569,569,569,216,31336
570,570,570,525,53884
571,571,571,433,22678
572,572,572,470,40220
573,573,573,200,13633
574,574,574,184,38964
575,575,575,431,20015
576,576,576,520,41203
577,577,577,357,44770
578,578,578,512,16015
579,579,579,394,54902
580,580,580,355,26894
581,581,581,209,28163
582,582,582,515,24972
583,583,583,210,39006
584,584,584,328,26418
585,585,585,576,32976
586,586,586,481,44305
587,587,587,599,43920
588,588,588,246,16027
589,589,589,230,17507
590,590,590,249,36935
591,591,591,508,43143
592,592,592,558,15332
593,593,593,361,38927
594,594,594,592,26568
595,595,595,332,15158
596,596,596,278,20843
597,597,597,286,36316
598,598,598,368,20162
599,599,599,473,26802
600,600,600,251,11115
601,601,601,423,23973
602,602,602,256,27653
603,603,603,535,44633
604,604,604,264,24220
605,605,605,435,35442
606,606,606,155,49090
607,607,607,134,52309
608,608,608,343,17533
609,609,609,132,21803
610,610,610,580,54976
611,611,611,417,31753
612,612,612,105,29024
613,613,613,123,17189
614,614,614,247,36159
615,615,615,166,12380
616,616,616,583,55617
617,617,617,116,13036
618,618,618,131,32473
619,619,619,225,23728
620,620,620,440,25850
621,621,621,476,49547
622,622,622,552,47660
623,623,623,189,14428
624,624,624,582,54405
625,625,625,327,42348
626,626,626,283,33435
627,627,627,332,29692
628,628,628,283,16970
629,629,629,242,39404
630,630,630,540,31582
631,631,631,165,52988
632,632,632,448,15931
633,633,633,528,32880
634,634,634,554,52525
635,635,635,333,36456
636,636,636,164,15692
637,637,637,555,26056
638,638,638,524,38225
639,639,639,341,42220
640,640,640,404,51671
641,641,641,463,48960
642,642,642,191,52956
643,643,643,401,14575
644,644,644,207,32675
645,645,645,568,34156
646,646,646,316,46543
647,647,647,473,12000
648,648,648,471,47940
649,649,649,326,52676
650,650,650,147,26549
651,651,651,594,45758
652,652,652,437,17618
653,653,653,144,12682
654,654,654,177,16016
655,655,655,265,47279
656,656,656,122,44511
657,657,657,155,23731
658,658,658,381,29092
659,659,659,599,33378
660,660,660,112,21144
661,661,661,185,32589
662,662,662,237,11060
663,663,663,387,24216
664,664,664,493,35539
665,665,665,415,15986
666,666,666,144,20542
667,667,667,177,49630
668,668,668,527,37889
669,669,669,186,35707
670,670,670,539,15633
671,671,671,279,50705
672,672,672,259,27706
673,673,673,248,31953
674,674,674,575,48634
675,675,675,130,29535
676,676,676,465,39027
677,677,677,265,44079
678,678,678,304,50357
679,679,679,426,33629
680,680,680,172,53000
681,681,681,118,42904
682,682,682,442,49652
683,683,683,245,20056
684,684,684,543,44823
685,685,685,356,12378
686,686,686,253,47136
687,687,687,173,34776
688,688,688,269,45861
689,689,689,135,49908
690,690,690,294,35378
691,691,691,587,37183
692,692,692,445,23793
693,693,693,115,22340
694,694,694,563,24340
695,695,695,262,44977
696,696,696,280,42569
697,697,697,340,41861
698,698,698,529,18348
699,699,699,153,48504
null,700,700,377,47680
null,701,701,535,42004
null,702,702,518,16393
null,703,703,160,36162
null,704,704,385,16329
null,705,705,307,25758
null,706,706,510,11420
null,707,707,444,28019
null,708,708,134,34749
null,709,709,535,15742
null,710,710,121,16689
null,711,711,178,34285
null,712,712,386,11136
null,713,713,310,43927
null,714,714,579,31717
null,715,715,403,10670
null,716,716,507,37247
null,717,717,118,13109
null,718,718,561,40614
null,719,719,163,28181
null,720,720,331,54393
null,721,721,525,22878
null,722,722,578,36852
null,723,723,205,46006
null,724,724,342,42267
null,725,725,573,28133
null,726,726,157,51395
null,727,727,158,18045
null,728,728,373,32304
null,729,729,269,39554
null,730,730,562,13919
null,731,731,471,55416
null,732,732,289,29251
null,733,733,197,47313
null,734,734,190,46431
null,735,735,276,54997
null,736,736,221,17534
null,737,737,508,52987
null,738,738,204,35907
null,739,739,380,48615
740,740,740,177,30035
741,741,741,592,42489
742,742,742,105,32627
743,743,743,190,21208
744,744,744,114,18612
745,745,745,243,54116
746,746,746,480,25737
747,747,747,136,43200
748,748,748,450,14775
749,749,749,106,46013
750,750,750,199,35196
751,751,751,597,21503
752,752,752,409,49428
753,753,753,594,38701
754,754,754,306,36013
755,755,755,503,37665
756,756,756,313,43917
757,757,757,161,46807
758,758,758,377,14942
759,759,759,461,20158
760,760,760,305,34960
761,761,761,546,12094
762,762,762,141,39236
763,763,763,428,55418
764,764,764,293,13489
765,765,765,267,37369
766,766,766,301,38201
767,767,767,301,29134
768,768,768,304,24283
769,769,769,128,45411
770,770,770,262,53606
771,771,771,315,20130
772,772,772,168,26106
773,773,773,293,31133
774,774,774,305,10989
775,775,775,166,36439
776,776,776,401,37165
777,777,777,309,47662
778,778,778,265,21970
779,779,779,473,17628
780,780,780,297,27690
781,781,781,232,33601
782,782,782,153,40493
783,783,783,485,29347
784,784,784,248,39193
785,785,785,183,24341
786,786,786,506,46414
787,787,787,343,35881
788,788,788,301,10087
789,789,789,511,10513
790,790,790,260,54269
791,791,791,346,21263
792,792,792,223,25393
793,793,793,423,20152
794,794,794,390,21625
795,795,795,126,37460
796,796,796,391,32455
797,797,797,400,17526
798,798,798,170,11624
799,799,799,513,23424
800,800,800,276,52200
801,801,801,343,37862
802,802,802,210,33944
803,803,803,391,41137
804,804,804,361,15957
805,805,805,296,50475
806,806,806,368,51940
807,807,807,340,18295
808,808,808,238,54954
809,809,809,263,54452
810,810,810,127,10207
811,811,811,535,24903
812,812,812,245,25707
813,813,813,378,35123
814,814,814,216,19237
815,815,815,264,35061
816,816,816,429,33861
817,817,817,413,14747
818,818,818,364,40630
819,819,819,335,47431
820,820,820,206,24921
821,821,821,170,26928
822,822,822,592,26140
823,823,823,343,35708
824,824,824,387,41747
825,825,825,487,38415
826,826,826,408,34190
827,827,827,343,25926
828,828,828,323,24153
829,829,829,496,55438
830,830,830,464,42253
831,831,831,529,31807
832,832,832,107,43615
833,833,833,236,42078
834,834,834,538,43861
835,835,835,338,41064
836,836,836,368,43843
837,837,837,316,55501
838,838,838,595,44617
839,839,839,399,22597
840,840,840,480,34196
841,841,841,165,35189
842,842,842,325,11502
843,843,843,465,10643
844,844,844,179,10837
845,845,845,555,10219
846,846,846,180,46164
847,847,847,536,18387
848,848,848,537,41975
849,849,849,359,48791
850,850,850,586,51889
851,851,851,275,42650
852,852,852,519,53124
853,853,853,366,15732
854,854,854,579,38355
855,855,855,267,18790
856,856,856,189,24654
857,857,857,516,39655
858,858,858,183,24116
859,859,859,561,38933
860,860,860,313,29855
861,861,861,388,40348
862,862,862,208,48469
863,863,863,484,28283
864,864,864,581,17823
865,865,865,540,54168
866,866,866,473,39996
867,867,867,495,36216
868,868,868,499,54664
869,869,869,171,44306
870,870,870,353,25601
871,871,871,297,55592
872,872,872,278,25741
873,873,873,168,41299
874,874,874,373,31654
875,875,875,548,22927
876,876,876,419,42620
877,877,877,208,24709
878,878,878,238,22814
879,879,879,311,23576
880,880,880,426,43448
881,881,881,305,15212
882,882,882,196,31263
883,883,883,428,37406
884,884,884,508,41831
885,885,885,473,28291
886,886,886,445,40162
887,887,887,188,28212
888,888,888,386,55042
889,889,889,428,36476
890,890,890,250,28458
891,891,891,306,17078
892,892,892,536,15713
893,893,893,380,36310
894,894,894,518,21275
895,895,895,344,27258
896,896,896,141,35740
897,897,897,278,10759
898,898,898,565,19611
899,899,899,259,21349
900,900,900,542,19143
901,901,901,124,13636
902,902,902,312,30923
903,903,903,116,21134
904,904,904,419,55492
905,905,905,410,37126
906,906,906,228,23900
907,907,907,468,12310
908,908,908,233,12611
909,909,909,295,54480
910,910,910,580,19074
911,911,911,246,13469
912,912,912,218,54693
913,913,913,577,27217
914,914,914,137,37537
915,915,915,494,22533
916,916,916,225,32912
917,917,917,356,24557
918,918,918,279,32612
919,919,919,560,23320
920,920,920,263,31710
921,921,921,385,37774
922,922,922,200,23087
923,923,923,503,33794
924,924,924,475,25549
925,925,925,285,17863
926,926,926,119,21845
927,927,927,536,54654
928,928,928,488,52486
929,929,929,264,39894
930,930,930,503,20402
931,931,931,483,51841
932,932,932,536,27294
933,933,933,277,49085
934,934,934,464,25774
935,935,935,138,22490
936,936,936,197,38822
937,937,937,566,19605
938,938,938,596,21892
939,939,939,585,32273
940,940,940,543,43659
941,941,941,311,41949
942,942,942,561,37525
943,943,943,125,25774
944,944,944,209,34597
945,945,945,325,30804
946,946,946,522,20368
947,947,947,352,13429
948,948,948,504,22790
949,949,949,176,47962
950,950,950,275,34201
951,951,951,136,48258
952,952,952,349,38760
953,953,953,510,30143
954,954,954,594,41158
955,955,955,296,55472
956,956,956,360,30156
957,957,957,591,14594
958,958,958,224,23965
959,959,959,140,48444
960,960,960,532,40298
961,961,961,192,11468
962,962,962,257,21795
963,963,963,497,37530
964,964,964,554,49015
965,965,965,111,34390
966,966,966,391,49703
967,967,967,298,15081
968,968,968,152,11057
969,969,969,454,36359
970,970,970,245,37890
971,971,971,561,44599
972,972,972,432,30543
973,973,973,111,53092
974,974,974,157,21345
975,975,975,347,33601
976,976,976,417,31003
977,977,977,351,14656
978,978,978,575,28239
979,979,979,290,36857
980,980,980,404,53816
981,981,981,447,36014
982,982,982,578,47816
983,983,983,489,22172
984,984,984,592,21979
985,985,985,407,19138
986,986,986,321,48467
987,987,987,226,26465
988,988,988,567,53365
989,989,989,435,49155
990,990,990,571,40235
991,991,991,108,13088
992,992,992,156,34552
993,993,993,577,42634
994,994,994,351,21679
995,995,995,537,55477
996,996,996,128,29730
997,997,997,440,11629
998,998,998,238,34893
999,999,999,215,12720
1000,1000,1000,400,40352
1001,1001,1001,140,35718
1002,1002,1002,184,44948
1003,1003,1003,399,36920
1004,1004,1004,132,42452
1005,1005,1005,254,49490
1006,1006,1006,547,48743
1007,1007,1007,339,16223
1008,1008,1008,417,18481
1009,1009,1009,172,37086
1010,1010,1010,262,28674
1011,1011,1011,561,13709
1012,1012,1012,121,38266
1013,1013,1013,416,46574
1014,1014,1014,545,48165
1015,1015,1015,441,53652
1016,1016,1016,541,33730
1017,1017,1017,191,29415
1018,1018,1018,570,18437
1019,1019,1019,298,28324
1020,1020,1020,356,54067
1021,1021,1021,214,43129
1022,1022,1022,176,18995
1023,1023,1023,115,31481
1024,1024,1024,126,17821
1025,1025,1025,412,32532
1026,1026,1026,540,54802
1027,1027,1027,239,31095
1028,1028,1028,173,11056
1029,1029,1029,350,33138
1030,1030,1030,590,42554
1031,1031,1031,119,28717
1032,1032,1032,317,12695
1033,1033,1033,484,42454
1034,1034,1034,482,48764
1035,1035,1035,184,22587
1036,1036,1036,165,37259
1037,1037,1037,324,50198
1038,1038,1038,324,19002
1039,1039,1039,203,51261
1040,1040,1040,559,31970
1041,1041,1041,369,27274
1042,1042,1042,244,41949
1043,1043,1043,165,28538
1044,1044,1044,472,24630
1045,1045,1045,525,30652
1046,1046,1046,550,33141
1047,1047,1047,581,22123
1048,1048,1048,543,48133
1049,1049,1049,287,44121
1050,1050,1050,297,55045
1051,1051,1051,292,32921
1052,1052,1052,175,14892
1053,1053,1053,343,41631
1054,1054,1054,100,21079
1055,1055,1055,407,49314
1056,1056,1056,281,22674
1057,1057,1057,296,50841
1058,1058,1058,308,42112
1059,1059,1059,198,32432
1060,1060,1060,420,23023
1061,1061,1061,142,15391
1062,1062,1062,377,41134
1063,1063,1063,593,45986
1064,1064,1064,116,29338
1065,1065,1065,303,27533
1066,1066,1066,555,54338
1067,1067,1067,162,22089
1068,1068,1068,515,36257
1069,1069,1069,596,25979
1070,1070,1070,433,44288
1071,1071,1071,383,34756
1072,1072,1072,548,53403
1073,1073,1073,595,39609
1074,1074,1074,393,15949
1075,1075,1075,328,18322
1076,1076,1076,486,19404
1077,1077,1077,489,31471
1078,1078,1078,102,11906
1079,1079,1079,340,17037
1080,1080,1080,420,11381
1081,1081,1081,212,51487
1082,1082,1082,372,45909
1083,1083,1083,273,13858
1084,1084,1084,214,55625
1085,1085,1085,127,44856
1086,1086,1086,207,14432
1087,1087,1087,479,47532
1088,1088,1088,203,22520
1089,1089,1089,148,26854
1090,1090,1090,495,20198
1091,1091,1091,216,46587
1092,1092,1092,168,42339
1093,1093,1093,271,16422
1094,1094,1094,269,52433
1095,1095,1095,503,28894
1096,1096,1096,362,49402
1097,1097,1097,286,33225
1098,1098,1098,331,30091
1099,1099,1099,132,55584
1100,1100,1100,506,32991
1101,1101,1101,165,36076
1102,1102,1102,331,30086
1103,1103,1103,432,19489
1104,1104,1104,234,43168
1105,1105,1105,418,52711
1106,1106,1106,250,37996
1107,1107,1107,481,17902
1108,1108,1108,178,42935
1109,1109,1109,168,28450
1110,1110,1110,158,13387
1111,1111,1111,476,45089
1112,1112,1112,409,51357
1113,1113,1113,307,19950
1114,1114,1114,339,11283
1115,1115,1115,468,16691
1116,1116,1116,368,14725
1117,1117,1117,591,35516
1118,1118,1118,568,15142
1119,1119,1119,146,47261
1120,1120,1120,462,32504
1121,1121,1121,331,11608
1122,1122,1122,344,26415
1123,1123,1123,331,17252
1124,1124,1124,452,31525
1125,1125,1125,331,16899
1126,1126,1126,349,32993
1127,1127,1127,299,11116
1128,1128,1128,561,23202
1129,1129,1129,133,15435
1130,1130,1130,260,10585
1131,1131,1131,340,36289
1132,1132,1132,317,53721
1133,1133,1133,284,27249
1134,1134,1134,111,12327
1135,1135,1135,191,52419
1136,1136,1136,532,38185
1137,1137,1137,579,45670
1138,1138,1138,164,30339
1139,1139,1139,528,12943
1140,1140,1140,126,51825
1141,1141,1141,206,36030
1142,1142,1142,333,30517
1143,1143,1143,241,14018
1144,1144,1144,591,17054
1145,1145,1145,431,50604
1146,1146,1146,324,48938
1147,1147,1147,556,18152
1148,1148,1148,223,35198
1149,1149,1149,565,49938
1150,1150,1150,302,10257
1151,1151,1151,584,29369
1152,1152,1152,188,33838
1153,1153,1153,470,29984
1154,1154,1154,221,25448
1155,1155,1155,242,39631
1156,1156,1156,363,12186
1157,1157,1157,140,14739
1158,1158,1158,252,20857
1159,1159,1159,445,54695
1160,1160,1160,123,47882
1161,1161,1161,145,38612
1162,1162,1162,453,18844
1163,1163,1163,100,24423
1164,1164,1164,262,21739
1165,1165,1165,476,48253
1166,1166,1166,117,50374
1167,1167,1167,202,49933
1168,1168,1168,139,28137
1169,1169,1169,375,12506
1170,1170,1170,287,32137
1171,1171,1171,519,48397
1172,1172,1172,408,53549
1173,1173,1173,235,43695
1174,1174,1174,341,53196
1175,1175,1175,494,41817
1176,1176,1176,143,49427
1177,1177,1177,435,46246
1178,1178,1178,272,46220
1179,1179,1179,301,49330
1180,1180,1180,332,38245
1181,1181,1181,463,42053
1182,1182,1182,564,40547
1183,1183,1183,423,26349
1184,1184,1184,179,29892
1185,1185,1185,551,35584
1186,1186,1186,393,21859
1187,1187,1187,292,43474
1188,1188,1188,192,11492
1189,1189,1189,494,21568
1190,1190,1190,279,44138
1191,1191,1191,506,30983
1192,1192,1192,534,10982
1193,1193,1193,559,26365
1194,1194,1194,309,34397
1195,1195,1195,558,41112
1196,1196,1196,146,17228
1197,1197,1197,354,25143
1198,1198,1198,331,22735
1199,1199,1199,342,21709
1200,1200,1200,543,27422
1201,1201,1201,513,27360
1202,1202,1202,263,27227
1203,1203,1203,240,16847
1204,1204,1204,302,27049
1205,1205,1205,479,48145
1206,1206,1206,307,29863
1207,1207,1207,389,34465
1208,1208,1208,561,17421
1209,1209,1209,162,34671
1210,1210,1210,126,22163
